JO_REQST_NO,CMPNY_NM,JO_SJ,JOBCODE_NM,CAREER_CND_NM,ACDMCR_NM,EMPLYM_STLE_CMMN_MM,HOPE_WAGE,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,WORK_TIME_NM,HOLIDAY_NM,WEEK_WORK_HR,RCEPT_CLOS_NM,RCEPT_MTH_NM,PRESENTN_PAPERS_NM,MNGR_PHON_NO,BSNS_SUMRY_CN,DTY_CN,RET_GRANTS_NM,JO_FEINSR_SBSCRB_NM,JO_REG_DT,WELFARE_CN,직무상세성점수,기업소개점수,급여품질점수,복지점수,근무조건점수,출퇴근편의점수,종합점수,등급
H954202607270111,태화축산,농장가축사양원 구인,,신입,관계없음,상용직,월급 / 220만원 ,경기 파주시이천리10 ,,(근무시간) (오전) 7시 00분 ~ (오후) 6시 30분,기타,48,마감일 (2026-09-24),방문 고용24 입사지원  ,이력서 자기소개서  ,031-860-0411,양돈 (돼지),"양돈장가축사양관리,시설관리 등",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,15.0,7.0,60.9,C
H954202607270508,돌보미방문요양센터,요양보호사구함(2등급 여자어르신),재가 간병인,무관,관계없음,상용직,시급 / 10320원 ,서울 도봉구,,(근무시간) (오전) 9시 30분 ~ (오후) 1시 30분,주5일근무,,마감일 (2026-09-24),방문 기타  ,이력서   ,02-2171-1842,"방문요양, 방문목욕","-안방학동. 2등급여자어르신(부축하면 이동가능하심)
-신체, 정서, 일상생활 지원
-하루 2회 근무하실분
-1회 : 09:30-12:30(이외에 비급여근무 있음)
 2회 : 15:00-18:00(3시간)(주휴수당 등 포함 시 시급 13,500원)

*말 잘 듣는 영리한 강아지 있음
*오전/오후 따로 근무도 가능함(즉, 오전 오후 각각도 상관없다고 함)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,16.0,7.0,59.9,C
H954202607270007,지앤에스 주식회사,가평 골프장 락카 근무자 모집,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",무관,관계없음,계약직,월급 / 216만원 ,경기 가평군현관사무실,,(근무시간) (오전) 5시 00분 ~ (오후) 2시 00분,주6일근무,48,마감일 (2026-09-24),   ,이력서   ,031-580-2956,골프장,"골프장 클럽하우스 내부 청소

조출(5:00~14:00)
마감(11:00~20:00)
교대근무

주 6일근무(공휴일휴무)",해당없음,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,5.0,20.0,6.2,20.0,4.0,60.2,C
H954202607270112,대경,생산직 채용,가구 제조원,신입,관계없음,상용직,월급 / 220만원 - 면접 후 협의가능 ,경기 김포시나동,,(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분,주5일근무,40,마감일 (2026-09-24),방문   ,이력서 기타  ,031-999-0921,씽크및가구조립,"제조 단순직
기등공 보조",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607271733,(주)명성농산,가락시장 중앙청과에서 정직원 모집합니다.,지게차 운전원,경력,관계없음,상용직,월급 / 500만원 ,"서울 송파구서울시 송파구 양재대로 932 (가락동, 채소시장 2동 1층 251-1호(중도매인))",,(근무시간) (오후) 9시 30분 ~ (오전) 7시 30분,주6일근무,48,마감일 (2026-09-24),기타   ,기타   ,02-2142-8964,"농수산물 유통, 수출","가락시장 중앙청과 채소2동 (주)명성농산에서 함께할 직원을 구합니다.

주요품목: 양파

주요업무 :
매장 재고 관리 및 시장내 양파 배송
수출 품목 포장 및 팔렛 적재

근무시간: (오후) 09시 30분 ~ (오전) 7시 30분 (주 6일, 일요일 밤~토요일 오전까지)

급여: 세전 500만원 (식대포함, 수습기간 2주)

시장 경력, 나이, 거주 지역 문자 남겨주시면 연락 드리겠습니다.
공일공-3075-6235",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,13.0,5.0,20.0,7.4,20.0,7.0,72.4,B
H954202607270405,현대자원산업주식회사,[생산관리부]알루미늄캔 재활용품 제조라인 현장관리(지게차 필수),화학·환경·에너지 분야 단순 종사원,경력,관계없음,계약직,월급 / 330만원 - 면접 후 협의가능 ,경기 화성시,,"(오전) 7시 00분~(오후) 5시 30분
(오전) 9시 30분~(오전) 10시 휴게시간
(정오) 1",주5일근무,40,마감일 (2026-09-24),고용24 입사지원   ,이력서 자기소개서 경력증명서 ,031-290-0823,"금속캔(철캔,알루미늄캔) 및 고철, 비철, 파지 등 자원을 수집하여 가공 납","[모집직무]
재활용 현장관리 및 지게차 운전

[직무소개]
현대자원산업은 알루미늄캔을 수거하여 선별 가공을 통해 재활용 원자재를 생산하는 전문 업체입니다.
본 직무는 사업장 내에서 지게차 운용, 상·하차, 물류관리, 현장 정리, 선별·가공 보조 등 재활용 현장의 전반적인 업무를 담당하는 직무입니다.
성실하게 현장 업무를 수행하고, 장기적으로 현장 운영을 함께 관리해 나갈 분을 모집합니다.

[주요업무]
기능별 지게차 운용
알루미늄캔 재활용품 포장
알루미늄캔 재활용품 입출고 보조
재활용품 선별·분류 및 현장 정리
압축기, 컨베이어 등 현장 설비 운전 보조
작업장 청결 유지 및 안전관리 보조
입출고 물류관리 및 현장 보고

[우대사항]
지게차 운전 가능자
지게차운전기능사 자격증 보유자
재활용업, 고철·비철, 물류, 제조업 현장 근무 경험자
장기 근무 가능자
현장 업무에 성실하고 책임감 있는 분
경기도 화성시 남양읍 인근지역 거주자",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,19.0,5.0,20.0,7.4,20.0,7.0,78.4,B
H954202607270055,(주)엔비전스,(주)엔비전스 북촌 어둠속의대화展 시각장애인 전문 가이드 채용 공고 (시각장애인 채용),"박물관,미술관,문화,역사,자연환경 등 각종 해설사",무관,관계없음,계약직,최소연봉 / 2000만원 ,서울 종로구,,"주 24시간 근무 (1일 8시간)
※ 주말 및 공휴일 근무 필수
※수습기간 3개월 포",기타,24,마감일 (2026-09-24),기타   ,이력서 자기소개서  ,02-2004-7323,공연전시기획 / 정보접근성컨설팅,"-어둠속의대화 시각장애인 전문 가이드
-시각장애인 지원 가능
-주말, 공휴일 근무 필수
-근무시간 로테이션
-주3일 근무
-자세한 문의는 1877-6145 대표번호로 연락부탁드립니다.",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,15.0,7.0,60.9,C
H954202607270262,평택 미영상 의학과의원,"평택병원원무, 평택병원접수, 평택병원행정",,무관,관계없음,상용직(시간제),월급 / 170만원 ,경기 평택시현진빌딩2층,,"월요일,금요일 09:00-14:30 (휴게시간 13:00~13:30분)
화요일,수요일 09:00-18:00 (휴",주5일근무,31,마감일 (2026-09-24),방문 기타  ,이력서   ,031-646-1269,피부관리,병원접수 및 원무행정업무,퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607270071,운천한마음주간보호,주간보호 요양보호사 모집,간병인(재가 제외),무관,관계없음,상용직,월급 / 216만원 ,경기 포천시운천한마음주간보호,,(근무시간) (오전) 8시 00분 ~ (오후) 5시 00분,주5일근무,40,마감일 (2026-09-24),방문 고용24 입사지원  ,이력서 자기소개서 기타 ,031-828-0922,주간보호,"주간보호소 요양보호사 구합니다.

시간 : 오전 8시 - 오후 5시
근무일 : 주 5일
업무 : 어르신들 케어 및 청소
학력: 무관
급여 : 협의
필수조건 :  요양보호사 자격증 보유
*올해 건강검진서, 범죄경력회보서 필수지참(미보유시 건강검진 필수)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607270064,화영일렉콤(주),kt무선중계기 전기공사업체 인천공항 전기공사 인력 모집,내선 전기공(건물 내 전기공사원),경력,관계없음,상용직,월급 / 250만원 - 면접 후 협의가능 ,경기 부천시,,(근무시간) (오전) 8시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-24),고용24 입사지원   ,이력서   ,032-320-8905,"전기공사, 통신공사, 신재생 에너지 사업","이동통신 및 전기공사 시공 인력 모집

현재 kt 무선중계기 전기공사 수행중으로 이동통신 및 전기공사 경력자 사원 모집합니다.

공사 현장은 경기도 인천 지역 빈번하여 창고와 가까운 인천 부천 시흥 광명 지역 우대합니다.

건물옥상 전기실까지 전기배관공사 합니다
 
* 주 5일제 근무
* 중식제공
* 4대보험 가입 및 퇴직금 (1년이상근무)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,6.2,20.0,7.4,20.0,7.0,65.6,C
H954202607270596,디자인 도트,인테리어 영업 및 마케팅 전문가를 모십니다.,인테리어 디자이너,무관,관계없음,상용직,월급 / 250만원 ,경기 고양시,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-24),고용24 입사지원   ,이력서 자기소개서  ,031-920-3932,"도배, 실내 장식 및 내장 목공사업","직무내용
[모집직무]
인테리어 영업 및 SNS 마케터

[직무소개]
우리 회사는 매력적인 인테리어 디자인을 제공하며 다양한 고객의 니즈를 충족시키는 데 힘쓰고 있습니다. 본 채용은 인테리어 브랜드를 강화하고 고객과의 소통을 활성화하기 위해 전략적인 마케팅을 담당하는 인재를 모집합니다.

[주요업무]
- 회사 브랜드 인지도 제고",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,8.0,6.2,20.0,7.4,20.0,7.0,68.6,C
H954202607270008,으뜸노인복지센터,월곶 풍림2차 재가 요양보호사 구함,재가 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,경기 시흥시,,(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분,주5일근무,15,마감일 (2026-09-24),팩스   ,기타   ,031-496-1912,방문요양,"- 독거여자어르신- 4등급
 
- 일상생활지원 -
- 힘든일 없음.
- 주3회 도시락배달 국,찌게정도
- 거동가능하며 기저귀케어 없음.
- 조용하시고 성품이 좋음

-  08:00~11:00


-13,000원(기본시급10,320+주휴수당+연차수당포함)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607270050,화영일렉콤(주),kt무선중계기 전기공사업체 전기 공사 인력 모집,내선 전기공(건물 내 전기공사원),무관,관계없음,계약직,월급 / 250만원 - 면접 후 협의가능 ,경기 부천시,,(근무시간) (오전) 8시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-24),고용24 입사지원   ,이력서   ,032-320-8905,"전기공사, 통신공사, 신재생 에너지 사업","이동통신 및 전기공사 시공 인력 모집

현재 kt 무선중계기 전기공사 수행중으로 이동통신 및 전기공사 경력자 사원 모집합니다.

공사 현장은 경기도 인천 지역 빈번하여 창고와 가까운 인천 부천 시흥 광명 지역 우대합니다.

건물옥상 전기실까지 전기배관공사 합니다
 
* 주 5일제 근무
* 중식 제공
* 4대보험 가입 및 퇴직금 (1년 이상근무)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,6.2,20.0,7.4,20.0,7.0,65.6,C
H954202607270291,평택 미영상 의학과의원,평택 피부관리사,메이크업 아티스트 및 분장사,경력,관계없음,상용직(시간제),월급 / 300만원 ,경기 평택시,,"(근무시간) 월-목 10시 00분~20시 00분
월-목  휴게시간 13:30-14:00, 17:00-17:30",주5일근무,35,마감일 (2026-09-24),방문 기타  ,이력서   ,031-646-1269,피부관리,"피부관리, 바디관리, 홍보",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607270193,늘푸른요양원,요양보호사 모집합니다.(야간),간병인(재가 제외),무관,관계없음,상용직,월급 / 230만원 - 면접 후 협의가능 ,경기 김포시늘푸른요양원,,(근무시간) (오후) 8시 00분 ~ (오전) 9시 00분,주5일근무,40,마감일 (2026-09-24),고용24 입사지원   ,이력서   ,031-999-0920,입소 어르신 건강유지 및 케어,요양원 어르신의 전반적인케어,퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607271054,무풍(주),안전하고 편안한 아파트 생활을 위한 든든한 경비원을 모집합니다.,아파트·빌라 경비원,무관,관계없음,계약직,월급 / 290만원 ,경기 용인시,,(근무시간) (오전) 7시 00분 ~ (오전) 7시 00분,기타,48,마감일 (2026-09-24),방문 고용24 입사지원  ,이력서   ,031-496-1912,,"담당업무

- 아파트 경비업무



근무시간

- 2조 격일제 주간 2시간 / 야간 4시간 (격일근무)

*지원 및 문의는 ☎031-315-8614 로 연락주시기 바랍니다.",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,9.5,5.0,20.0,7.4,15.0,7.0,63.9,C
H954202607270498,에스디에이테크놀로지(주),PCB 생산직 정규직 사원 채용 공고,PCB 부품·제품 조립·검사원,무관,관계없음,상용직,시급 / 10320원 ,인천 미추홀구타이거일렉,,"(오전) 08시 30분~(오후) 17시 30분 (o.t 18:00 ~ 20:30)

(야간) 20시 30분~(오전) 05시",주5일근무,,마감일 (2026-09-24),고용24 입사지원   ,이력서   ,032-460-4940,인쇄회로기판(완제품)제조,"[직무내용] PCB 제조라인 생산직(드릴, 인쇄, 동도금, 금도금)
즉시출근자 및 장기근무자 우대
외국인 F4 가능<2교대> 주52시간 적용 : 잔업순환근무
주간조 : 08:30~17:30 (O.T 20:30)
야간조 : 20:30~05:30 (O.T 08:30)


[근무시간 및 형태]
근무 (2교대)   
(오전) 08시 30분~(오후) 17시 30분 (o.t 18:00 ~ 20:30)

(야간) 20시 30분~(오전) 05시 30분 (o.t 06:00 ~ 08:30)    
 [급여조건]
- 시급  10,030원 이상 (동도금 및 금도금(수동)파트는 10,000원/시급)

- 상여금 100% (수습기간종료후)

- 야특근 수당   

- 제수당 별도(근속,부서,직책수당 등)

- 수습 3개월 적용

- 식사 제공, 야간 근무자 식사 및 간식 제공
- 통근버스 운행(주안역, 주안국가산단역)
우대조건 : 인근거주자, 경력자 
[기타 우대내용]  
2교대 근무 가능자",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,10.0,6.2,18.0,7.4,16.0,7.0,64.6,C
H954202607270214,송도교향악단,오감쑥쑥 선생님 모십니다,유치원 교사,무관,관계없음,상용직(시간제),시급 / 18000원 ,인천 남동구4층,,(근무시간) (오후) 3시 00분 ~ (오전) 8시 00분,주5일근무,25,마감일 (2026-09-23),고용24 입사지원   ,이력서 자기소개서  ,032-460-4837,악단,"아이들에게 사랑을 주실수 있는 오감쑥쑥 선생님 모십니다

송도교향악단은 예술매체 오케스트라를 통해 행복한 삶을 위한 사회복지 서비스를 제공하는 전문기관입니다？？.  

본 기관에서는 유아를 대상으로 하는 방문오감놀이  전문가 선생님을 아래와 같이 채용하고자 합니다.(인천시 지역사회서비스 오감쑥쑥) 아이들에게는 웃음을, 부모님들에게는 건강한 지원을 실행하는 의미 있는 사회사업에 함께 참여하실 진취적이고 적극적인 선생님들의 많은 참여를 바랍니다.

？1. ？？모집부분 및 응시자격？
 ？가. 모집부분？
？1) ？？오감놀이 강사: 교육대상 만3세~만6세 아동？
？？？- ？？주？？1？？회 놀이지도？？, ？？미술활동？？, ？？동화구연 교육이 가능한 자？
？？？- ？？수업진행 및 부모상담？？, ？？대상자관리？？, ？？관련행정업무？
？？？- ？？주？？1？？회 연구모임 및 회의참석 가능필수？
？？？- ？？자차소지 및 운전능숙하여 가정방문 수업에 차량활용이 가능한 자 ？
  
？나. 응시자격？
？？？* ？？아래 항목 중 (1)과 (2) 중 ？？1？？개 이상으로 경력증명서 증빙이 가능한 자？, (3)의 거주지 우선지역 인근으로 수업 배정
？？？  (1) 보육교사 자격증 소지자？
？  ？？？(2) 유치원정교사 자격증 소지자？？？
  (3) 인천시 서구/부평구/연수구/미추홀구/남동구/계양구/ 지원 가능
다. 담당업무 특성？？？
？？？1) 오감놀이 강사: 재가방문형으로 ？？1:1 또는？1:2？가정방문으로 프로그램 운영？
？？？2) 지역사회서비스투자사업 경력자 우대 ？
？2. 근무조건？？1) 근무시작시기 협의가능？
？2) 근무형태: ？정규직 
   ？？？- 정규직 
？？？   -근무요일 및 시간 협의 가능？(희망시 파트타임도 근무 가능)
？3) 4대 보험 적용 ？
 
？？？※ 월 1회, 매주 마지막 주 목요일 12:30분 연구모임 필수참석 가능한 자 
？3. 준비 서류？
？가. 이력서 (일반양식, 사진첨부)
나. 자기소개서, 졸업증명서, 관련자격증 사본, 경력증명서 
？4. 전형방법
？가. 응시원수 접수 : 상시 발송 가능 (songdopo@naver.com)
나. 2차 면접일정 : 서류합격자에 한해 개별진행
？5. 응시방법 : 이메일접수 
？가. 관련서류를 스캔하여 첨부파일로 전송
나. 이메일 확인 후 서류합격자에 한해 개별 면접일정 안내 
？6. 접수는 이메일 접수만 가능하며 문의사항은 센터로 문의바람",퇴직금,산재보험 건강보험 국민연금 ,2026-07-27,,17.5,5.0,18.0,7.4,20.0,7.0,74.9,B
